new number,speaker,content
551,R.Y.,"For what we do yesterday, blue colour is formed on the test tube containing Hydrogen while red colour is formed on the oxygen side. Mr Lam said that the Chlorine will bleach the solution, turnung them colourless. In the experiment, i once take the tube containing hydrogen and use a pop sound test to test for it. At once, the blue colour emerge to everyplace inside the beaker. Ahter that, I put the tube back and wait for the solution to turn colourless.(Chlorine) To my surprise, the colour didn't change at all, instead, it become more blue. I look around the classroom and notice that most of the solution turn colourless. What happen to my solution. I want to know. Can anybody help me?"
552,i.l.,"Electrolysis can be applied to enhance the corrosion resistance of iron. I wonder how this can be done by electrolysis. Can you suggest the chemical principle involved in this application ? You may have to include chemical reactions involved, use of appropriate electrode and electrolyte."
553,K.C.,"My Theory Electroplating can be used to resist corrosion. We can pass electric current through an electric cell, called an electroplating bath, to deposit one metal on another. Metal is taken from the anode and deposited on iron objects that act as cathode. The electrolyte contains the metal to be deposited as ions. The object to be plated is the cathode on an electrolytic cell. A salt of the plating metal is the electrolyte, e.g. chromium salt for chromium plating."
554,K.H.,I wanted to know if the method of anodizing these metals are the same as aluminium anodization. Will there be any difference between them?
555,J.W.,I think we can use other solution besides potassium sulphate solution to be the electrolyte. I think any ionic salt solution which do not react with aluminium will do.
556,A.S.,"Suit cases Recently, there is a trend in aluminium suitcase for its good appearance, heavy-duty and dedicate. e.g. Posez Production Co Ltd had supplied aluminium cases in various sizes, styles and colours for many different purposes Mountain bikes many parts of mountain bikes will be made of aluminium due to its resistance towards rusting. e.g.KHE bikes"
557,A.S.,It seems that aluminium anodization is a very good method to prevent rusting. Is there any disadventages of it except being really expensive?
558,D.L.,"After reading a lot of note about the eletrolysis, I found out that many things taught in the chapter about rusting are related to eletrolysis, like eletroplating and aluminium anodiztion and rusting. My Theory most of the idea taught in the chapter of rusting can be explained in the way of eletrolysis. Is my theory correct? "
559,J.L.,"yes, it is true. As hrydrogen can be used as rocket fuel."
560,K.K.,Hydrogen: - rocket fuel Chlorine: - sterilizing swimming water Sodium hydroxide: - make soaps and detergents 1 other applications of the product
561,K.H.,"I've found out that actually not all kinds of metal can be elctorplated. For example, Zn(s) is a metal that cannot be electroplated normally. If ZnSo4(aq) is used as the electorlyte and Zn(s) as the anode in electroplating, the Zn(s) anode will dissolves but only H2(g) will evolve at the cathode. Cathode:2H+(aq) + 2e- Å® H2(g) Anode: Zn(s)Å®Zn2+(aq) + 2e-"
562,i.l.,I need to understand I agree with you that silver plating is one example of electroplating. What are the other types of metal electroplating ? What objects or items are usually plated with these metals ? What are the chemistry principles of electroplating ?
563,T.C.,Using Zinc to plate a penny is an example of electroplating. The cathode is copper (pennies). The anode is zinc. The electrolyte (solution) is zinc dissolved in vinegar and water.
564,K.K.,the equation is Ni(s)--> Ni(s)
565,T.C.,"I need to understand Why is the plating metal preferentially attracted to external corners and protrusions, but unattracted to internal corners and recesses? How do multiple anode performed?"
566,C.W.,"In the set up of the electrolysis of dilute sodium chloride , when a piece of blue litmus paper is dipped at the anode, the blue litmus paper turns red, then becomes white eventually. This shows the bleaching effect of Cl2 gas. In the set up of the electrolysis of dilute potassium bromide, solution near the anode appears to be milky. In my opion, Br2 is possibly a bleaching agent too. Does anyone stand with me?"
567,J.K.,"I think you're right. Like chlorine, bromine is also a bleaching agent, but I think the bleaching effect is less significant. Bromine has a lower position than chlorine in the periodic table, and the reativity of the elements of group VIII decreases down the group. That's why the bleaching effect is less significant."
568,A.S.,"i agree with you. As chlorine and bromine are in the same group in the periodic table, they should have the same chemical properties"
569,D.L.,"According to the experiment that we did in today's lesson, when we put the blue litmus paper in the anode of the two set ups, electrolysis of dilute sodium chloride and electolysis of dilute potassium bromide, it will turn white after a long time. This can explain the bleaching effect of Cl2 and Br2. Also, one more important point is, Mr Lam had said that Br2 also has the bleaching effect in this morning. Putting our knowledge together They both are bleaching agent. "
570,J.L.,Yes I agree with you. However bromine is a slow bleaching agent comparing to chlorine
571,C.W.,"An oxidizing bleach works by breaking the chemical bonds of a substance. This changes the molecule into a different substance that either does not contain a chromophore, a substance which absorbs visible light. A reducing bleach works by converting double bonds in the chromophore into single bonds. This eliminates the ability of the chromophore to absorb visible light. Chemical equation Cl2(aq) + H2O(l) --> H+(aq) + Cl-(aq) + HClO(aq) When Cl2(g) dissolves in H2O,it ionizes to form HClO(hypochlorous acid).The H+ ion of the hypochlorous acid then dissolves into solution, and so the final result is effectively: Cl2(aq) + H2O(l)--> 2H+(aq) + Cl-(aq) + ClO-(aq) "
572,M.L.,"I don't think using filter paper will be possible, because filter paper will aloud most of the things to past through, but a porus port is differentially permeable, alouding electron to pass through but not alouding ions like sulphate to pass through."
573,S.K.,"My Theory Actually I can just compare two of them, which are the Potassium Permanganate and the Bromine one for their negative electrode are the same. And we can see that the one with Potassium Permangante solution and Iron Suilphate solution obtained a higher voltage than the one with Bromine and Iron Sulphate, so I think that Potassium Permangante is a stronger oxidizing agent. And is that any relationships between voltage and the strength of the oxidizing agent? Annd as we cannot compare the other else, can there be any way to show their difference as they have different negative electrode?"
574,K.W.,"Opinion Just by comparing KMnO4-FeSo4 and Br2-FeSO4, KMnO4 is a stronger oxidizng agent as it forms a larger voltage than Br2 when being reacted with FeSO4. About the other two, i'm still figuring out a way to compare them. Besides,will the difference between the oxidation number affects the strength or ability for the ion to perform redox reaction? IN another words, will a larger differnce between the oxidation number of an ion causes a larger strength in being an oxidazing agent or reducing agent? (or vis versa)"
575,J.W.,is it because sometimes we cannot determine the oxidation number of some compounds???
576,S.K.,"My Theory I think we have learnt several kinds of definition. 1. The transfer of oxygen 2. The transfer of electron 3. Oxidation numbers The first method is the simplest concept of redox reactions, but then I don't find ituseful because oxygen is not involved in every redox reactions. As the second one, it is useful in writing formulae but it is hard to use this definition to define a reaction as it is difficult to see if there is any electron transfer in the formulae. As for the last one, I think this is the best one. Because just by looking at the equations, we can define whether it is a redox reaction. But there are also limitaions as the oxidation is related to the charges of the ions, so some people may mix up these two. "
577,K.W.,"defination of redox reaction: - in term of O atom - in term of electron - in term of oxidation number oxidation: - addition of oxygen atom - losing of electron - increase in oxidation number reduction: - removal of oxygen atom - gaining of electron - decrease in oxidation number limitaions: - terms of oxygen atom...it is only applicable if oxygen atom is involved. - in terms of electron...losing or gaining electron may not be obvious in all redox cases but they indeed are redox reaction, eg. SO32-(aq) + H2O(l) ---> SO42-(aq) My opinion: I prefer the using of oxidation number personally, as a redox reaction must include a change in oxidation number."
578,K.C.,"I agreed with Katie. Moreover, Zinc-carbon cell is not leak proof."
579,i.l.,Observation Watch the video on electrolysis on lead(II) bromide. Observation What do you observe in the experiment ? Working principle How do you explain the chemistry involved ? Chemical equation What are the chemical equations involved in explaining your ideas ? 
580,O.C.,I am quite confused as what i could find on the internet is that lead(II) bromide is a white powder at room temperature.
581,S.T.,"Observation Electrolysis of water may be carried out in an apparatus called Hofmann voltameter. With distilled water alone, there is no observable change. This is because pure water is only very slightly ionized. It is therefore a very poor electrical conductor. That's why acid is added to water for better conductivity of electricity."
582,O.C.,"A Hofmann voltameter is an apparatus for electrolyzing water. It consists of three joined upright cylinders. The inner cylinder is open at the top to allow addition of water and an ionic compound to improve conductivity(eg. adding sulphuric acid) A platinum electrode is placed inside the bottom of each of the two side cylinders, connected to the positive and negative terminals of a source of electricity. When current is run through Hofmann's Voltameter, gaseous oxygen forms at the anode and gaseous hydrogen at the cathode. Each gas displaces water and collects at the top of the two outer tubes."
583,D.L.,"†voltamete here is a picture shows the linking of Hofmann Voltmeter in an experiment. I need to understand in our chemistry lessons, we are using common voltmeter, do these two apparatus different? "
584,K.H.,"My Theory The discharge of the anion depends on the concentration of the solution. If the solution is dilute/concentrated then chloride ions would be discharged instead of hydroxide, if the solution is very dilute then hydorxide would be discharged."
585,S.T.,"Opinion As the hydroxide ions are continually discharged, the chloride ions in the solution will become more concentrated that they will start to discharge, just like the case in the electrolysis of concentrated NaCl solution."
586,K.H.,Then does this principle also apply on the cations? Will hydrogen also used up?
587,G.L.,"From the notes of some classmates and what we learnt in class, I think we all agree that though Cl- is lower than OH- in the ECS, Cl- is preferentially discharged at the anode as the concentration of KCl is high. But I want to ask, since the concentration of KCl is high, then that of K+ should be high too. But why H+ is still preferentially discharged at the cathode?"
588,G.L.,"I think that it is because of the presence of H+ and OH- in NaCl(aq) which affects the products. They are preferentially discharged at the cathode and anaode respectively. However, since there is no water in NaCl(l), only Na+ and Cl- are present. Therefore, Na+ and Cl- are discharged at the cathode and anode respectively. Na(s) and Cl2(g) are formed respectively. So I think that concentration of ions is not the factor affecting the products in this case. "
589,O.C.,Hydrogen and oxygen ions are present in NaCl(aq). The final products will be hydrogen gas and oxygen gas instead if we use (aq) as they are preferientially discharged.
590,C.M.,"-their ECS series (cations: higher the position in ECS, the lower the ion is likely to be discharged) (anions: higher the position in ECS, the higher the ion is likely to be discharged) -the electrode (mercury electrode may extracts Na, Ca... reactive metal) -the concentration (more concentrated, more likely to be discharged) I need to understand Can we have a list on how the concentration and the electrode affecting the electrolysis. Is there a series like the ECS? For NaCl, we did this in class, 0.005M is VERY dilute solution and O2 is formed in the anode; 2M is dilute solution and Cl2 is formed. Is the definition of the term ""very dilute"" and ""dilute"" varies for different compounds?"
591,V.N.,"I dont know the answer to your first question. But I guess to your second, whether a solution is ""very dilute"" or ""dilute"" should depends on its molarity. And it should be pretty much the same for different compounds. I need to understand  I would like to ask where does the lines between ""very dilute"" and ""dilute"", ""dilute"" and ""concentrated"" are drawn."
592,D.L.,"i guess that the line between ''very dilute'', ''dilute'' and ''concentrated'' are varies in different kind of solution. For example, hydrochloric acid is concentrated when it is 11M, while sulphuric acid is concentrated when it is 18M."
593,V.N.,"I think the electrolysis and the redox of rusting should be the same. I mean, they give the same result. But like u said, rusting is quite complicated. So maybe it does involve other kinds of reaction that we haven't come over in our lessons yet."
594,R.N.,"I need to understand  I am quite confused by this: ""In the experiment, i once take the tube containing hydrogen and use a pop sound test to test for it. At once, the blue colour emerge to everyplace inside the beaker."" I would like to know whether you took the tube up away from the set-up to test for the gas and then put it back near the solution after that or what!?"
595,K.C.,"Advantage: Anodizing is one of the more environmentally-friendly metal finishing processes. After anodization the by-products do not contain heavy metals, halogens and volatiles."
596,S.K.," agree with Gloria. But then I have a question, thatI have heard of some sayings that gold is not a material hard enough to make accessories, so people will combine it with copper. So that's why we are always talking about 999K of gold, which means it contains 99.9% of gold inside."
597,S.K.,Actually I do not understand how hair removal can do with electrolusis... Are there any more chemical information for this topic? Like some chemical equations?
598,S.K.,"I think that H2 is really very useful in chemistry industry. In the Zinc -carbon cell, it has to be removed is only because it is a poor electricity conductor. However, other than this, it still has some other properties. For example the test of glowing splint, it can produce a 'pop' sound. So by using this property, it can be used as fuels for spacecrafts."
599,M.L.,"New information Chromium-plating, which is simply called chrome plating now, is a process of electroplating a thin layer of chromium onto a metal object. It is usually applied to bumper of cars."
600,S.K.,"I am sorry but I really do not understand your equation. There is no change at all in the equation. Nickel is still nickel, and none of its state or charge is changed, so why is this the equation?"
601,C.W.,"Descendig order of oxidizing power of halogen (Group VII elements) F2> Cl2> Br2> I2 My Theory Stronger oxidizing power means that the atom gains electron more easily from the reactant. Hence, the reactant's chemical structure is changed. Decolourising or even bleaching effect occurs. Therefore, fluorine is the strongest bleaching agent among all halogens as it is the strongest oxidizing agent. Also, I assume that halogens are commonly used in due to their high reactivity and oxidizing power. "
602,R.N.,"I agree with you that bromine is a bleaching agent too, it unites readily with many elements and has a bleaching action. New information Actually there are many types of bleaching agent in the market, for example in food industry, bromates are used in flour bleaching. Which bromates is formed form bromine! Chemical equation Br- + O3 Å® BrO3- Br2 + 2 OH- Å® Br- + BrO- + H2O I need to understand I it that iodine is just not that reactive to have the same bleaching effect as chlorine and bromine, or it is just not possible to perform that!?"
603,K.H.,I think iodine is also a bleaching agent. But the reaction is so slow compared with bromine and chlorine. I think we just do not have enough time to test for the iodine.
604,S.K.,"Actually Mr Lam has talked about it in class also that bromine and chlorine are both bleaching agent. But Chlorine is a stronger bleaching agent than Bromine, so that's why we can just observe milky in the experimental setup using bromine, when the solution in the experimental set up of chlorine has already turned colouorless."
605,J.L.,"I would like to ask other than chlorine, bromine and iodine, are there any other substances also have bleaching effect?"
606,C.W.,"Some organic peroxides are used as flour bleaching and maturing agent in food industrty. Peracetic acid, ozone[1] , hydrogen peroxide and oxygen are used in bleaching sequences in the pulp industry to produce totally chlorine free (TCF) paper. "
607,T.C.,Not all bleaches have an oxidizing nature. Sodium dithionite is used as a powerful reducing agent in some bleaching formulas. It is commonly used to bleach wood pulp used to make newsprint. 
608,R.N.,"Another application of using bleach is dental bleaching (a.k.a. tooth bleaching), which is commonly used in cosmetic dentistry. There are three methods to perform tooth bleach, which include laser bleaching, natural bleaching and bleaching gel. Working principle For bleaching gels, oxidizing agent such as hydrogen peroxide or carbamide peroxide are used to lighten the shade of the tooth. The oxidizing agent penetrates the porosities in the rod of the enamel and oxidizes interprismatic stain deposits Laser bleaching uses light energy to accelerate the process of bleaching in a dental office. "
609,K.H.,I want to ask what kind of bleaching agent do these application of bleach used?
610,S.F.,Amanda has said bromine also has bleaching proporties since it is in the same group as chlorine. then how about fluorine? it is also in Group VII. and as i know that toothpaste also contain fluorine. do fluorine have bleaching properties?
611,S.T.,"Fluorine is also a bleaching agent. The oxidizing power of halogens decreases from fluorine to iodine, i.e. F2>Cl2>Br2>I2. Fluorine as the strongest oxidizing agent in Grou VII, it can act as a bleaching agent."
612,D.L.,"as we all agree that fluorine, chlorine, bromine and iodine are bleaching agent because they are in Group VII which have the same chemical properties. I need to understand is the statment can also conclude all kind of elements in Group VII are bleaching agent?"
613,K.H.,"I guess fluorine also has the bleaching properties too. A website says the fluorine will bleach litmus paper very rapidly, does that mean fluorine can also bleach? As Amanda said that, they should have the same chemical properties if they are in the same group. "
614,S.T.,"Usual bleaching agent are: -organic peroxides, namely benzoyl peroxide -calcium peroxide -nitrogen dioxide -chlorin -chlorine dioxide, which is reported to produce diabetes-causing contaminant alloxan when reacting with the proteins contained in flour -azodicarbonamide -atmospheric oxygen, used during natural aging of flour"
615,K.C.,I have searched in the internet that a dry cell has a pasty low-moisture electrolyte. I am not quite sure if a dry cell can contain a dry electrolyte?
616,A.S.,"i think CO2 fire extinguisher is not a good choice as magnesium will react with CO2. Sand will be a better choice, we are taught in JS lesson that we should put out chemical fire with sand "
617,C.M.,"I need to understand Is that if the thing is not in molten or aq or liquid state, electroylsis can't occur even in very high voltage?"
618,G.L.,you mean voltameter? I think that they are the same as electrolysis can still be carried out and the structure is basically the same.
619,p.J.,"How about using another method to obtain oxygen? Like using very dilute solution ( NaCl, KI...), we knew that oxygen will be formed because OH- discharged and O2 is formed. But then what is the reason for doing this? We can just dissolve the hydrogen chloride in water then we can have hydrochloric acid,and we proceed electrolysis in HCl, then we can get the Cl2. Things we have to remember is just not to use very dilute HCl, because the concentration of Cl- is too low, we can use like 1M HCl for electrolysis."
620,C.T.,"I have doubts about the theory that OH- is discharged FIRST but that because of its small amount, it is USED UP QUICKLY, so Cl- ions are discharged. I think the OH- ions are not used up when Cl- ions were discharged. They were still there, just not discharged. i.e.if the concentration of chloride ions is much higher than that of the hydroxyl ions then the chloride ions get discharged FIRST. "
621,C.T.,"If my theory in 1 Which anion is discharged first?apply, then maybe I could explain why concentration don't affect cations. The difference in position of H+ ions and Na+ ions in the e.c.s. is too great, so concentration can't affect the order of discharge, but as the difference in position between OH- and Cl- is smaller, a higher concentration of Cl- could 'take over' OH- and discharge first. An imaginative guess. HAHA"
622,C.M.,why using mercury as electrode can discharge Na+ ions?
623,R.C.,"I think that Rebecca means that she took it out to test for the hydrogen, and then put it back to the solution. I think this is very interesting as our group didn't have this observation. Is it related to something in the solution or something left in the tube which cause such observation?"
624,D.L.,"I guess that the solution became more blue is because there are some solution left in the test tube after you took it to test for hydrogen, like sticking on the inner surface of the tube, so it gave a more blue solution when you performed the experiment for the second time,...i am not sure is it right..."
625,S.L.,"Electrolysis brings out the chemical process, i.e. electroplating. By refering to book P.212, we should make the plating metal like chromium as the anode. Hence, it will be oxidized and give out electron. Secondly, we should use an aqueous solution of a salt of the plating metal as the electrolyte. And of course the cathode will be the iron. Reduction occurs there. Ions in the solution will recieve the electron, and then they will deposit as metallic chromium on the iron. Eventually the corrosion resistance of the iron will be enhanced since chromium covering on top of it."
626,T.L.,"In fact, just by looking at the book on the chapter of rusting, I think that a higher temperature is prefered for a thicker layer form as high temperature is a factor that increases the rate of rusting."
627,T.L.,"I need to understand I would also like to ask the question Karen asked. As these metals have different properties and different positions in the ECS, will the electrolyte needed to be changed in order to carry out the anodization? In my point of view, I THINK that the electrolyte does not need to be changed as it is only for providing mobile ions for the process and it is not a thing that affect the result. Is this correct?"
628,T.L.,I agree with you. I think that as long as the ions from the electrode or ions formed in the redox reaction will not react or merge with ions in the electrolyte to form a insoluble salt can be used as electrolyte. The example is potassium nitrate and some other nitrate solutions
629,S.L.,"I tried to google it, and I have found that anodised aluminium are susceptible to mortar attack (lime) and chlorides (e.g. Hydrochloric acid. Well, what main disadvantage I think is that the anodization requires enhanced technology. As stated by several commentators, alloy can cause difficulty in getting the correct anodize oxide buildup, and the type of anodizing - II or III will have a big effect on the abrasion resistance if it is a moving part. If we just take normal procedures, it may result in a coating with poor corrosion resistance. Reference:http://www.finishing.com/264/71.shtml"
630,S.L.,"I do think that electrolysis is somehow related to the chapter about rusting, like we can get to understand more about the principles and the process of the methods that prevents rusting. But I do not agree that rusting can be explained in the way of eletrolysis, it should be linked to the previous chapter, especially oxidation."
631,A.S.,"but if gold can be obtained from lead, why dont they put it in large research projects and mass production? Is it the experiment is just a random success? or it is because the change is due to the reaction towards nuclear?"
632,K.W.,"Electrolysis Treatments: (1)Galvanic Electrolysis - the oldest type for of this hair removal method and successful cases being recorded as far back as 1875 - Salt and water around the probe are chemically altered to produce sodium hydroxide, also known as lye. As the lye builds up, hair follicles are eaten away and destroyed. (2)Thermolysis Electrolysis - uses shortwave radio frequency, it's essentially a radio transmitter hooked up to your skin - it causes the water molecules by your hair to rapidly vibrate, which produces heat. When enough heat is created, thermolysis damages the cell that cause hair growth. During any electrolysis session, a small needle is inserted into your hair follicle and a current of electricity is sent through the needle or probe. The idea is that this process will kill the hair."
633,A.S.,"Yes, hydrogen is useful. It can help in the manufacture of ammonia."
634,M.L.,"New information Hydrochloric, hydrofluoric, and sulphuric acids can be used as electrolyte. Lead alloy can be used as electrode. However it can only be used for a short time since a layer of lead chromate will be formed on the electrode which is electrically insulating. Platinized titanium is also a good choice. "
635,M.L.,"As you say fluorine is a bleaching agent, will it bleach our teeth to be white, as toothpaste contain fluorine?"
636,M.L.,"Sodium Fluoride (NaF), which is an active ingredient in many toothpaste, have a bleaching effect on teeth. It has been found to be helpful in reducing the number of cavities in the teeth. "
637,K.W.,"household chlorine bleach is a solution of chlorine in sodium hydroxide solution Cl2(g) + 2NaOH(aq) --> NaCl(aq) + NaOCl(aq) + H2O(l) active ingredient: hypochlorite ion (OCl-) We can obtain chlorine from brine(conc. sodium chloride solution) by electrolysis of concentrated brine using inert electrode (eg. carbon, platinum) Chlorine gas is given out at the positive electrode(anode). Chlorine could also be prepared by the reaction of Hypochorite(bleach) and acids OCl-(aq) + 2H+(aq) + Cl-(aq) --> H20(l) +Cl2(g)"
638,K.W.,properties of chlorine gas: - greenish-yellow in colour - pungent smell - poisonious and acidic - reacts with water Cl2 + H2O --> HCl + HOCl <-- - reacts with dilute NaOH Cl2(g) + NaOH(aq) --> NaCl(aq) + NaOCl(aq) +H2O(l) - reacts with halides eg. Cl2 + 2Br- --> 2Cl- + Br2 - denser than water
639,A.S.,Is it because the potato group they can connected the circuit well?
640,A.S.,i guess it is because all those fruits contain mobile ions as electrolyte
641,K.W.,"Actually, does the comparing of it's position in the periodic table helps solve this problem?"
642,B.C.,"I agree with you that Pb2+(aq) and H+(aq) will be attracted to the cathode and Br-(aq) and OH-(aq) will attrached to the anode. Different opinion I agree that H+(aq) will be discharged to form H2(g). But I'm not totally agree that OH-(aq) will be discharged to form O2(g). If we add many water to dissolve lead(II) bromide, which becomes a very dilute one, OH-(aq) will be discharged to form O2(g). But if we just add some or little amount of water, which the compond becomes dilute lead(II) bromide, Br-(aq) will still be discharged to form Br2(g), because the amount of OH-(aq) is very very small in this case."
643,V.Y.,"yes, i agree with you. in aqeous solution, H2O is present and will therefore contains H+(aq) and OH-(aq). as for molten state, it just involve the heatingg of metal which water is not present. as a result, the content will just be Pb2+(aq) and maybe Br2+(aq) itself, it willnot contain any H+(aq) or OH-(aq)."
644,B.C.,"Opinion I agree with Jessica that the lead(II) bromind was not dissolved in water, but is melted into molten state instead. But I think no matter it is in molten state or aqueous state, electrolysis can be carried out. Reason My explanation is that, if the lead(II) bromind was dissolved in water, H+(aq) inside the water would have probably been discharged instead of Pb2+(aq), since H+ is at a lower position in the ECS than Pb2+(aq), so that it is more readily discharged. So in this case, if lead(II) bromind was dissolved in water, H+(aq) would be discharged in priority to form H2(g), no matter how little amount of water is added to dissolve the compound."
645,C.C.,I need to understand how can we test for the presence of bromide in the brown gas?
646,V.Y.,"as we can see in the video, the gas was tested by a filter paper soaked with lead(II) solution which will turn into a darker colour due to the presence of bromine gas."
647,B.C.,"Observation I observe that there is brown gas coming off during the experiment. Some silvery stuff are also formed after the experiment. Working principle electron flow from the negative pole to the cathod. The lead(II)ion gains two electron from the cathod and becomes discharged to give a Pb atom. Bromind ion loses an electron to the anode and becomes discharged to give a Br atom. Two Br atoms join up to become a Br2 molecule. *The brown gas emitted is bromide vapour, which is toxic, so the experiment should be carried out in a fume cupboard. *When molten state lead(II) bromind becomes solid, there is no mobile ions. So, no current flows through the external circuit. Therefore, the reaction will stop by that time and the ammeter reading will then be decreased. Chemical equation At cathod(reduction): Pb2+(l) + 2e- --> Pb(s) At anode(oxidation): 2Br-(l) --> Br2(l) + 2e- Overall equation: Pb2+(l) + 2Br-(l) --> Pb(s) + Br2(l)"
648,S.T.,"Observation What do you observe in the experiment ? 1. Heating of PbBr2 White PbBr2 solid melts under heating to form colourless PbBr2 liquid. 2. Electrolysis of PbBr2 Silvery lead metal forms at cathode and brown bromine vapour forms at anode. Working principle How do you explain the chemistry involved ? 1. Heating of PbBr2 By strong heating, energy is supplied to overcome the electrostatic ionic attraction between Pb2+ and Br- ions. This makes the giant ionic structure to collapse and ions become mobile in liquid state and electrical conductivity is increased to enable electrolysis. 2. Electrolysis of PbBr2 At cathode, reduction occurs. Positive Pb2+ ions are attracted to negative terminal(cathode) and reduced to Pb metal. As the temp is high, the lead metal exists as liquid state. At anode, oxidation occurs. Negative Br- ions are attracted to +ve terminal(anode) and oxidized to Br2. The temp is higher than the boiling pt of Br2, so it exists as vapour state."
649,H.N.,My Theory Yes i think that electrolysis can only be carried out in molten state or aqueous solution because of the presence of mobile ions. There is no mobile ions in solid form. 
650,C.T.,"But electrocity can also pass through solids, such as human beings, at a very large current, sucha s ligtning. I believe if a VERY LARGE current pass through, electrolysis can still occurr."
651,C.M.,electrocity can pass though metals also but electrolysis is not occuring
652,K.K.,"I think the susbstance undergoes electrolysis should be electrical conductor as a complete circuit is required. It may not be in a particular form. This is related to the structure of the substance. For example, sodium chloride can undergo electrolysis in aq form but not solid form as it is a giant ionic structure."
653,D.W.,"The electrical conductivity of a substance based on the mobile ions it has. Mobile ions is present in solid metal so they can conduct electricity. But concerning electrolysis cannot be carried out in metals, I think that electrolysis is spliting a compound into two elements. For example, NaCl(l) contains two elements, sodium and chlorine. They can be seperated by electrolysis. In metals there is only one element. It cannot be further seperated. So electrolysis do not occur."
654,M.H.,"Of course, electricity can pass through solids, like metals. But i agree with Carol that electrolysis does not occur in these solids. I think they are simply electrical conductor."
655,B.C.,"I think in order to let electrolysis occur, there should be electricity passing through an electrolyte in molten state or in aqueous solution. I think there should be a gain and a loss of electron at the two electrode. Like metal loses electron and non-metal gains electron. So I think electrolysis won't occur when there are just two metals. That is simply conducting electricity between the two metals as they both have free electron."
656,B.C.,"Opinion Yes. I think that if the chemical is not in molten/aqueous/liquid state, electroylsis will not occur even in very high voltage because it requires the flow of mobile ions. It has the similar characteristic as conducting electricity, which requires mobile ions or free electron."
657,S.L.,"anet I think maybe you have misunderstood something. We cannot use electrolysis to get electricity, we need to provide this for the process. I do agree that bromide is lost during electrolysis as it has gained electron and escaped in a gaseous form. But in my opinion, it is not always happen like that. For example, we put test tubes under the electrolyte in our previous experiments, keeping the gas inside. Then there was no loss of materials. Therefore, as a whole, there should be no loss during the process of chemical cell conduction and electrolysis unless we let it go. I think these two are just the matter of transfer of electron and ions between chemicals. Although they move around and even leve their original position, they actually stay inside the set-up throughout the process. Like when we conduct a galvanic cell, zinc metal seems to be lost. But of course we know copper(II)ions takes up the electron, so zinc is ""transformed"" into copper. As a conclusion, there is ""loss"", but then ""gain"" also comes up. So things are balance. We can say there is no actual substance which we can observe is lost."
658,B.C.,"My Theory 1. There is no mobile ions in the solid lead(II) bromide and it cannot conduct electricity to carry out the REDOX reaction. So we need to heat it so that there is mobile ions to carry out electrolysis. It has to be in molten state because if we add dissolve the compound in water, H+(aq) and OH-(aq) may be discharged to form H2(g) and O2(g). If it is in molten state, the product will be Br2(g) and Pb(s), thus useful substances are produced rather than just H2(g) and O2(g). 2. 2PbBr2(s) --> 2Pb2+(aq) + 4Br-(aq) 3. Electrolysis is brought about by the passing through of electricity for the reation to occur. But electricity is generated by the reactions of the chemicals inside the chemical cell, so we use a voltmeter to measure the voltage produced during to operation of the chemical cell. And we can see that the voltage drops through time. For chemical cell, there are usually two kinds of metals. The electron flow from the negative electrode(which is the metal that has a higher tendency to form ions) to the positive electrode to generate electricity. In electrolysis, there are no ""half cell"". The reaction starts with the closed circuit with allows current to pass through and the electron flow from the negative pole to the positive pole. By gaining electron, reduction occurs at cathod, positively charged ions will be attracted to the cathod and the cations at a lower position in the ECS will be discharged. By losing electron, oxidation occurs at anode, negatively charged ions will be attracted to the anode and the anions at a higher position in the ECS will be discharged. The electrode for electrolysis are usually carbon/graphite, copper, since they are not easily reacted with the products formed. Sometimes, there are changes of the pH value near the electrode due to the discharge of H+(aq) or OH-(aq) to form H2(g) and O2(g)."
659,B.C.,"I think the products obtained won't be the same. In aqueous lead(II) bromide, there are H+(aq), OH-(aq), Pb2+(aq), Br-(aq). If it is very dilute lead(II) bromide, H+(aq) and OH-(aq) will be discharged instead to form H2(g) and O2(g). If it is dilute lead(II) bromide, H+(aq) and Br-(aq) will be discharged instead to form H2(g) and Br2(g). Br-(aq) is discharged at anode in this case because there are trace amount of OH-(aq) in the solution, so it is very difficult to be discharged. H+(aq) is preferentially discharged at cathod since it is at a lower position than Pb2+(aq) in the ECS that it gains electron more readily and it is a stronger oxidizing agent compared to Pb2+(aq). Chemical equation Very dilute lead(II) bromide: anode: 2H2O(l) --> O2(g) + 4H+(aq) + 4e- cathod: 2H2O(l) + 2e- --> H2(g) + 2OH-(aq) dilute lead(II) bromide: anode: 2Br-(aq) --> Br2(aq) + 2e- [Br2(aq) because bromine gas dissolves into the solution again] cathod: 2H2O(l) + 2e- --> H2(g) + 2OH-(aq)"
660,T.L.,"I agree, as we see in the video, lead metal formed can be 'poured' from the container so it would be the aqueous solution. But as its freezing point is high, it bacame solid in a short period."
661,V.C.,"i agree with jessica. Cl- and OH- are attracted to anode. As OH- has a higher position than Cl- in the ECS, OH- is preferentially discharged. oxygen is formed."
662,T.L.,"principle behind:hydrogen ions have a higher tendancy to form hydrogen gas and it have a lower position in the ECS. As mentioned in the lesson, the lower the position in the ECS of a cation is, the more it will be preferentially discharged."
663,M.H.,"I agree with you that hydrogen ions are preferentially discharged than potassium ion. However, I think your explanation for Cl- being preferentially discharged is wrong. I think it should be beacuse Cl- have a higher concentration than OH-."
